date,country,adm,population_E4,n_cum_conf,n_cum_deaths,n_inc_conf,n_inc_sus,n_inc_deaths,n_cum_clin,n_cum_tot,n_inc_clin,n_inc_tot
2020-02-11,China,Gansu,2637,86,,,,,,,,
2020-02-11,China,Guangdong,11346,1177,,,,,,,,
2020-02-11,China,Guangxi,4926,215,,,,,,,,
2020-02-11,China,Guizhou,3600,118,,,,,,,,
2020-02-11,China,Hainan,934,142,,,,,,,,
2020-02-11,China,Hebei,7556,239,,,,,,,,
2020-02-11,China,Heilongjiang,3773,360,,,,,,,,
2020-02-11,China,Henan,9605,1105,,,,,,,,
2020-02-11,China,Hong Kong SAR,745,42,,,,,,,,
2020-02-11,China,Hubei,5917,31728,,,,,,,,
2020-02-11,China,Hunan,6899,912,,,,,,,,
2020-02-11,China,Inner Mongolia,2534,58,,,,,,,,
2020-02-11,China,Jiangsu,8051,515,,,,,,,,
2020-02-11,China,Jiangxi,4648,804,,,,,,,,
2020-02-11,China,Jilin,2704,81,,,,,,,,
2020-02-11,China,Liaoning,4359,108,,,,,,,,
2020-02-11,China,Macao SAR,66,10,,,,,,,,
2020-02-11,China,Ningxia,688,53,,,,,,,,
2020-02-11,China,Qinghai,603,18,,,,,,,,
2020-02-11,China,Shaanxi,3864,219,,,,,,,,
2020-02-11,China,Shandong,10047,486,,,,,,,,
2020-02-11,China,Shanghai,2424,302,,,,,,,,
2020-02-11,China,Shanxi,3718,122,,,,,,,,
2020-02-11,China,Sichuan,8341,417,,,,,,,,
2020-02-11,China,Taiwan,2359,18,,,,,,,,
2020-02-11,China,Tianjin,1560,96,,,,,,,,
2020-02-11,China,Xinjiang,2487,55,,,,,,,,
2020-02-11,China,Xizang,344,1,,,,,,,,
2020-02-11,China,Yunnan,4830,149,,,,,,,,
2020-02-11,China,Zhejiang,5737,1117,,,,,,,,
2020-02-12,China,Anhui,6324,889,,,,,,,,
2020-02-12,China,Beijing,2154,352,,,,,,,,
2020-02-12,China,Chongqing,3102,505,,,,,,,,
2020-02-12,China,Fujian,3941,272,,,,,,,,
2020-02-12,China,Gansu,2637,86,,,,,,,,
2020-02-12,China,Guangdong,11346,1219,,,,,,,,
2020-02-12,China,Guangxi,4926,222,,,,,,,,
2020-02-12,China,Guizhou,3600,131,,,,,,,,
2020-02-12,China,Hainan,934,145,,,,,,,,
2020-02-12,China,Hebei,7556,251,,,,,,,,
2020-02-12,China,Heilongjiang,3773,378,,,,,,,,
2020-02-12,China,Henan,9605,1135,,,,,,,,
2020-02-12,China,Hong Kong SAR,745,49,,,,,,,,
2020-02-12,China,Hubei,5917,33366,,,,,,,,
2020-02-12,China,Hunan,6899,946,,,,,,,,
2020-02-12,China,Inner Mongolia,2534,60,,,,,,,,
2020-02-12,China,Jiangsu,8051,543,,,,,,,,
2020-02-12,China,Jiangxi,4648,844,,,,,,,,
2020-02-12,China,Jilin,2704,83,,,,,,,,
2020-02-12,China,Liaoning,4359,111,,,,,,,,
2020-02-12,China,Macao SAR,66,10,,,,,,,,
2020-02-12,China,Ningxia,688,58,,,,,,,,
2020-02-12,China,Qinghai,603,18,,,,,,,,
2020-02-12,China,Shaanxi,3864,225,,,,,,,,
2020-02-12,China,Shandong,10047,497,,,,,,,,
2020-02-12,China,Shanghai,2424,306,,,,,,,,
2020-02-12,China,Shanxi,3718,124,,,,,,,,
2020-02-12,China,Sichuan,8341,436,,,,,,,,
2020-02-12,China,Taiwan,2359,18,,,,,,,,
2020-02-12,China,Tianjin,1560,106,,,,,,,,
2020-02-12,China,Xinjiang,2487,59,,,,,,,,
2020-02-12,China,Xizang,344,1,,,,,,,,
2020-02-12,China,Yunnan,4830,154,,,,,,,,
2020-02-12,China,Zhejiang,5737,1131,,,,,,,,
2020-02-13,China,Anhui,6324,910,,,,,,,,
2020-02-13,China,Beijing,2154,366,,,,,,,,
2020-02-13,China,Chongqing,3102,518,,,,,,,,
2020-02-13,China,Fujian,3941,279,,,,,,,,
2020-02-13,China,Gansu,2637,87,,,,,,,,
2020-02-13,China,Guangdong,11346,1241,,,,,,,,
2020-02-13,China,Guangxi,4926,222,,,,,,,,
2020-02-13,China,Guizhou,3600,135,,,,,,,,
2020-02-13,China,Hainan,934,157,,,,,,,,
2020-02-13,China,Hebei,7556,265,,,,,,,,
2020-02-13,China,Heilongjiang,3773,395,,,,,,,,
2020-02-13,China,Henan,9605,1169,,,,,,,,
2020-02-13,China,Hong Kong SAR,745,50,,,,,,,,
2020-02-13,China,Hubei,5917,34874,,,,,,,,
2020-02-13,China,Hunan,6899,968,,,,,,,,
2020-02-13,China,Inner Mongolia,2534,61,,,,,,,,
2020-02-13,China,Jiangsu,8051,570,,,,,,,,
2020-02-13,China,Jiangxi,4648,872,,,,,,,,
2020-02-13,China,Jilin,2704,84,,,,,,,,
2020-02-13,China,Liaoning,4359,116,,,,,,,,
2020-02-13,China,Macao SAR,66,10,,,,,,,,
2020-02-13,China,Ningxia,688,64,,,,,,,,
2020-02-13,China,Qinghai,603,18,,,,,,,,
2020-02-13,China,Shaanxi,3864,229,,,,,,,,
2020-02-13,China,Shandong,10047,506,,,,,,,,
2020-02-13,China,Shanghai,2424,313,,,,,,,,
2020-02-13,China,Shanxi,3718,126,,,,,,,,
2020-02-13,China,Sichuan,8341,451,,,,,,,,
2020-02-13,China,Taiwan,2359,18,,,,,,,,
2020-02-13,China,Tianjin,1560,112,,,,,,,,
2020-02-13,China,Xinjiang,2487,63,,,,,,,,
2020-02-13,China,Xizang,344,1,,,,,,,,
2020-02-13,China,Yunnan,4830,155,,,,,,,,
2020-02-13,China,Zhejiang,5737,1145,,,,,,,,
2020-02-14,China,Anhui,6324,934,6,24,16,1,,934,,24
2020-02-14,China,Beijing,2154,372,3,6,54,0,,372,,6
2020-02-14,China,Chongqing,3102,529,4,11,138,1,,529,,11
2020-02-14,China,Fujian,3941,281,0,2,23,0,,281,,2
2020-02-14,China,Gansu,2637,90,2,3,0,0,,90,,3
2020-02-14,China,Guangdong,11346,1261,2,20,8,0,,1261,,20
2020-02-14,China,Guangxi,4926,226,2,4,79,0,,226,,4
2020-02-14,China,Guizhou,3600,140,1,5,16,0,,140,,5
2020-02-14,China,Hainan,934,157,4,0,32,0,,157,,0
2020-02-14,China,Hebei,7556,283,3,18,12,0,,283,,18
2020-02-14,China,Heilongjiang,3773,418,11,23,35,2,,418,,23
2020-02-14,China,Henan,9605,1184,11,15,207,1,,1184,,15
2020-02-14,China,Hong Kong SAR,745,53,1,3,0,0,,53,,3
2020-02-14,China,Hubei,5917,36602,1318,1728,1154,116,,,3095,4823
2020-02-14,China,Hunan,6899,988,2,20,53,0,,988,,20
2020-02-14,China,Inner Mongolia,2534,63,0,2,1,0,,63,,2
2020-02-14,China,Jiangsu,8051,593,0,23,14,0,,593,,23
2020-02-14,China,Jiangxi,4648,900,1,28,43,0,,900,,28
2020-02-14,China,Jilin,2704,86,1,2,10,0,,86,,2
2020-02-14,China,Liaoning,4359,117,1,1,66,0,,117,,1
2020-02-14,China,Macao SAR,66,10,0,0,0,0,,10,,0
2020-02-14,China,Ningxia,688,67,0,3,5,0,,67,,3
2020-02-14,China,Qinghai,603,18,0,0,0,0,,18,,0
2020-02-14,China,Shaanxi,3864,230,0,1,37,0,,230,,1
2020-02-14,China,Shandong,10047,519,2,13,37,0,,519,,13
2020-02-14,China,Shanghai,2424,318,1,5,81,0,,318,,5
2020-02-14,China,Shanxi,3718,126,0,0,24,0,,126,,0
2020-02-14,China,Sichuan,8341,463,1,12,77,0,,463,,12
2020-02-14,China,Taiwan,2359,18,0,0,0,0,,18,,0
2020-02-14,China,Tianjin,1560,119,3,7,172,0,,119,,7
2020-02-14,China,Xinjiang,2487,65,1,2,5,0,,65,,2
2020-02-14,China,Xizang,344,1,0,0,0,0,,1,,0
2020-02-14,China,Yunnan,4830,162,0,7,29,0,,162,,7
2020-02-14,China,Zhejiang,5737,1155,0,10,22,0,,1155,,10
2020-02-15,China,Anhui,6324,950,6,16,13,0,,950,,16
2020-02-15,China,Beijing,2154,375,4,3,51,1,,375,,3
2020-02-15,China,Chongqing,3102,537,5,8,98,1,,537,,8
2020-02-15,China,Fujian,3941,285,0,4,6,0,,285,,4
2020-02-15,China,Gansu,2637,90,2,0,4,0,,90,,0
2020-02-15,China,Guangdong,11346,1294,2,33,9,0,,1294,,33
2020-02-15,China,Guangxi,4926,235,2,9,44,0,,235,,9
2020-02-15,China,Guizhou,3600,143,1,3,4,0,,143,,3
2020-02-15,China,Hainan,934,162,4,5,36,0,,162,,5
2020-02-15,China,Hebei,7556,291,3,8,8,0,,291,,8
2020-02-15,China,Heilongjiang,3773,425,11,7,48,0,,425,,7
2020-02-15,China,Henan,9605,1212,13,28,153,2,,1212,,28
2020-02-15,China,Hong Kong SAR,745,56,1,3,0,0,,56,,3
2020-02-15,China,Hubei,5917,37884,1457,1282,1216,139,16522,54406,1138,2420
2020-02-15,China,Hunan,6899,1001,2,13,50,0,,1001,,13
2020-02-15,China,Inner Mongolia,2534,68,0,5,7,0,,68,,5
2020-02-15,China,Jiangsu,8051,604,0,11,3,0,,604,,11
2020-02-15,China,Jiangxi,4648,913,1,13,21,0,,913,,13
2020-02-15,China,Jilin,2704,88,1,2,8,0,,88,,2
2020-02-15,China,Liaoning,4359,119,1,2,66,0,,119,,2
2020-02-15,China,Macao SAR,66,10,0,0,0,0,,10,,0
2020-02-15,China,Ningxia,688,70,0,3,3,0,,70,,3
2020-02-15,China,Qinghai,603,18,0,0,0,0,,18,,0
2020-02-15,China,Shaanxi,3864,232,0,2,37,0,,232,,2
2020-02-15,China,Shandong,10047,530,2,11,27,0,,530,,11
2020-02-15,China,Shanghai,2424,326,1,8,87,0,,326,,8
2020-02-15,China,Shanxi,3718,127,0,1,12,0,,127,,1
2020-02-15,China,Sichuan,8341,470,1,7,72,0,,470,,7
2020-02-15,China,Taiwan,2359,18,0,0,0,0,,18,,0
2020-02-15,China,Tianjin,1560,120,3,1,128,0,,120,,1
2020-02-15,China,Xinjiang,2487,70,1,5,4,0,,70,,5
2020-02-15,China,Xizang,344,1,0,0,0,0,,1,,0
2020-02-15,China,Yunnan,4830,168,0,6,39,0,,168,,6
2020-02-15,China,Zhejiang,5737,1162,0,7,23,0,,1162,,7
2020-02-16,China,Anhui,6324,962,6,12,6,0,,962,,12
2020-02-16,China,Beijing,2154,380,4,5,35,0,,380,,5
2020-02-16,China,Chongqing,3102,544,5,7,75,0,,544,,7
2020-02-16,China,Fujian,3941,287,0,2,2,0,,287,,2
2020-02-16,China,Gansu,2637,90,2,0,1,0,,90,,0
2020-02-16,China,Guangdong,11346,1316,2,22,2,0,,1316,,22
2020-02-16,China,Guangxi,4926,237,2,2,49,0,,237,,2
2020-02-16,China,Guizhou,3600,144,1,1,8,0,,144,,1
2020-02-16,China,Hainan,934,162,4,0,30,0,,162,,0
2020-02-16,China,Hebei,7556,300,3,9,2,0,,300,,9
2020-02-16,China,Heilongjiang,3773,445,11,20,44,0,,445,,20
2020-02-16,China,Henan,9605,1231,13,19,137,0,,1231,,19
2020-02-16,China,Hong Kong SAR,745,56,1,0,0,0,,56,,0
2020-02-16,China,Hubei,5917,38839,1596,955,1036,139,17410,56249,888,1843
2020-02-16,China,Hunan,6899,1004,3,3,36,1,,1004,,3
2020-02-16,China,Inner Mongolia,2534,70,0,2,4,0,,70,,2
2020-02-16,China,Jiangsu,8051,617,0,13,9,0,,617,,13
2020-02-16,China,Jiangxi,4648,925,1,13,7,0,,925,,13
2020-02-16,China,Jilin,2704,89,1,1,16,0,,89,,1
2020-02-16,China,Liaoning,4359,120,1,1,69,0,,120,,1
2020-02-16,China,Macao SAR,66,10,0,0,0,0,,10,,0
2020-02-16,China,Ningxia,688,70,0,0,5,0,,70,,0
2020-02-16,China,Qinghai,603,18,0,0,0,0,,18,,0
2020-02-16,China,Shaanxi,3864,236,0,4,15,0,,236,,4
2020-02-16,China,Shandong,10047,537,2,7,22,0,,537,,7
2020-02-16,China,Shanghai,2424,328,1,2,75,0,,328,,2
2020-02-16,China,Shanxi,3718,128,0,1,15,0,,128,,1
2020-02-16,China,Sichuan,8341,481,3,11,46,2,,481,,11
2020-02-16,China,Taiwan,2359,18,0,0,0,0,,18,,0
2020-02-16,China,Tianjin,1560,122,3,2,109,0,,122,,2
2020-02-16,China,Xinjiang,2487,71,1,1,3,0,,71,,1
2020-02-16,China,Xizang,344,1,0,0,0,0,,1,,0
2020-02-16,China,Yunnan,4830,169,0,1,37,0,,169,,1
2020-02-16,China,Zhejiang,5737,1167,0,5,23,0,,1167,,5
2020-02-17,China,Anhui,6324,973,6,11,9,0,,,,
2020-02-17,China,Beijing,2154,381,4,1,33,0,,,,
2020-02-17,China,Chongqing,3102,551,5,7,63,0,,,,
2020-02-17,China,Fujian,3941,290,0,3,3,0,,,,
2020-02-17,China,Gansu,2637,91,2,1,0,0,,,,
2020-02-17,China,Guangdong,11346,1322,4,6,1,2,,,,
2020-02-17,China,Guangxi,4926,238,2,1,26,0,,,,
2020-02-17,China,Guizhou,3600,146,1,2,2,0,,,,
2020-02-17,China,Hainan,934,162,4,0,27,0,,,,
2020-02-17,China,Hebei,7556,301,3,1,2,0,,,,
2020-02-17,China,Heilongjiang,3773,457,11,12,27,0,,,,
2020-02-17,China,Henan,9605,1246,16,15,112,3,,,,
2020-02-17,China,Hong Kong SAR,745,57,1,1,0,0,,,,
2020-02-17,China,Hubei,5917,58182,1696,1933,909,100,,,,
2020-02-17,China,Hunan,6899,1006,3,2,14,0,,,,
2020-02-17,China,Inner Mongolia,2534,72,0,2,3,0,,,,
2020-02-17,China,Jiangsu,8051,626,0,9,3,0,,,,
2020-02-17,China,Jiangxi,4648,930,1,5,2,0,,,,
2020-02-17,China,Jilin,2704,89,1,0,9,0,,,,
2020-02-17,China,Liaoning,4359,121,1,1,45,0,,,,
2020-02-17,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-17,China,Ningxia,688,70,0,0,0,0,,,,
2020-02-17,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-17,China,Shaanxi,3864,240,0,4,15,0,,,,
2020-02-17,China,Shandong,10047,541,2,4,21,0,,,,
2020-02-17,China,Shanghai,2424,331,1,3,67,0,,,,
2020-02-17,China,Shanxi,3718,129,0,1,5,0,,,,
2020-02-17,China,Sichuan,8341,495,3,14,40,0,,,,
2020-02-17,China,Taiwan,2359,20,1,2,0,1,,,,
2020-02-17,China,Tianjin,1560,124,3,2,88,0,,,,
2020-02-17,China,Xinjiang,2487,73,1,2,2,0,,,,
2020-02-17,China,Xizang,344,1,0,0,0,0,,,,
2020-02-17,China,Yunnan,4830,171,0,2,22,0,,,,
2020-02-17,China,Zhejiang,5737,1171,0,4,13,0,,,,
2020-02-18,China,Anhui,6324,982,6,9,7,0,,,,
2020-02-18,China,Beijing,2154,387,4,6,49,0,,,,
2020-02-18,China,Chongqing,3102,553,5,2,50,0,,,,
2020-02-18,China,Fujian,3941,292,0,2,2,0,,,,
2020-02-18,China,Gansu,2637,91,2,0,0,0,,,,
2020-02-18,China,Guangdong,11346,1328,4,6,0,0,,,,
2020-02-18,China,Guangxi,4926,242,2,4,21,0,,,,
2020-02-18,China,Guizhou,3600,146,1,0,2,0,,,,
2020-02-18,China,Hainan,934,163,4,1,22,0,,,,
2020-02-18,China,Hebei,7556,302,4,1,1,1,,,,
2020-02-18,China,Heilongjiang,3773,464,11,7,32,0,,,,
2020-02-18,China,Henan,9605,1257,19,11,102,3,,,,
2020-02-18,China,Hong Kong SAR,745,60,1,3,0,0,,,,
2020-02-18,China,Hubei,5917,59989,1789,1807,788,93,,,,
2020-02-18,China,Hunan,6899,1007,4,1,15,1,,,,
2020-02-18,China,Inner Mongolia,2534,73,0,1,0,0,,,,
2020-02-18,China,Jiangsu,8051,629,0,3,4,0,,,,
2020-02-18,China,Jiangxi,4648,933,1,3,0,0,,,,
2020-02-18,China,Jilin,2704,89,1,0,14,0,,,,
2020-02-18,China,Liaoning,4359,121,1,0,64,0,,,,
2020-02-18,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-18,China,Ningxia,688,70,0,0,4,0,,,,
2020-02-18,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-18,China,Shaanxi,3864,240,0,0,22,0,,,,
2020-02-18,China,Shandong,10047,543,2,2,17,0,,,,
2020-02-18,China,Shanghai,2424,333,1,2,65,0,,,,
2020-02-18,China,Shanxi,3718,130,0,1,6,0,,,,
2020-02-18,China,Sichuan,8341,508,3,13,28,0,,,,
2020-02-18,China,Taiwan,2359,22,1,2,0,0,,,,
2020-02-18,China,Tianjin,1560,125,3,1,83,0,,,,
2020-02-18,China,Xinjiang,2487,76,1,1,1,0,,,,
2020-02-18,China,Xizang,344,1,0,0,0,0,,,,
2020-02-18,China,Yunnan,4830,172,0,1,18,0,,,,
2020-02-18,China,Zhejiang,5737,1172,0,1,15,0,,,,
2020-02-19,China,Anhui,6324,986,6,4,0,0,,,,
2020-02-19,China,Beijing,2154,393,4,6,58,0,,,,
2020-02-19,China,Chongqing,3102,555,5,2,41,0,,,,
2020-02-19,China,Fujian,3941,293,0,1,4,0,,,,
2020-02-19,China,Gansu,2637,91,2,0,0,0,,,,
2020-02-19,China,Guangdong,11346,1331,5,3,1,1,,,,
2020-02-19,China,Guangxi,4926,244,2,2,12,0,,,,
2020-02-19,China,Guizhou,3600,146,2,0,2,1,,,,
2020-02-19,China,Hainan,934,163,4,0,14,0,,,,
2020-02-19,China,Hebei,7556,306,4,4,0,0,,,,
2020-02-19,China,Heilongjiang,3773,470,12,6,21,1,,,,
2020-02-19,China,Henan,9605,1262,19,5,121,0,,,,
2020-02-19,China,Hong Kong SAR,745,62,1,2,0,0,,,,
2020-02-19,China,Hubei,5917,61682,1921,1693,596,132,,,,
2020-02-19,China,Hunan,6899,1008,4,1,12,0,,,,
2020-02-19,China,Inner Mongolia,2534,75,0,2,3,0,,,,
2020-02-19,China,Jiangsu,8051,631,0,2,0,0,,,,
2020-02-19,China,Jiangxi,4648,934,1,1,0,0,,,,
2020-02-19,China,Jilin,2704,90,1,1,11,0,,,,
2020-02-19,China,Liaoning,4359,121,1,0,64,0,,,,
2020-02-19,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-19,China,Ningxia,688,71,0,1,0,0,,,,
2020-02-19,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-19,China,Shaanxi,3864,242,0,2,19,0,,,,
2020-02-19,China,Shandong,10047,544,3,1,8,1,,,,
2020-02-19,China,Shanghai,2424,333,1,0,78,0,,,,
2020-02-19,China,Shanxi,3718,131,0,1,3,0,,,,
2020-02-19,China,Sichuan,8341,514,3,6,30,0,,,,
2020-02-19,China,Taiwan,2359,23,1,1,0,0,,,,
2020-02-19,China,Tianjin,1560,128,3,3,62,0,,,,
2020-02-19,China,Xinjiang,2487,76,1,0,0,0,,,,
2020-02-19,China,Xizang,344,1,0,0,0,0,,,,
2020-02-19,China,Yunnan,4830,173,0,1,16,0,,,,
2020-02-19,China,Zhejiang,5737,1173,0,1,9,0,,,,
2020-02-20,China,Anhui,6324,987,6,1,0,0,,,,
2020-02-20,China,Beijing,2154,395,4,2,25,0,,,,
2020-02-20,China,Chongqing,3102,560,5,5,45,0,,,,
2020-02-20,China,Fujian,3941,293,1,0,0,1,,,,
2020-02-20,China,Gansu,2637,91,2,1,9,0,,,,
2020-02-20,China,Guangdong,11346,1332,5,1,1,0,,,,
2020-02-20,China,Guangxi,4926,245,2,1,17,0,,,,
2020-02-20,China,Guizhou,3600,146,2,0,2,0,,,,
2020-02-20,China,Hainan,934,168,4,5,16,0,,,,
2020-02-20,China,Hebei,7556,307,5,1,0,1,,,,
2020-02-20,China,Heilongjiang,3773,476,12,6,4,0,,,,
2020-02-20,China,Henan,9605,1265,19,4,66,0,,,,
2020-02-20,China,Hong Kong SAR,745,65,2,3,0,1,,,,
2020-02-20,China,Hubei,5917,62031,2029,349,880,108,,,,
2020-02-20,China,Hunan,6899,1010,4,2,5,0,,,,
2020-02-20,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-02-20,China,Jiangsu,8051,631,0,0,1,0,,,,
2020-02-20,China,Jiangxi,4648,934,1,1,0,0,,,,
2020-02-20,China,Jilin,2704,91,1,0,0,0,,,,
2020-02-20,China,Liaoning,4359,121,1,0,26,0,,,,
2020-02-20,China,Macao SAR,66,10,0,0,0,0,,,,
2020-02-20,China,Ningxia,688,71,0,0,0,0,,,,
2020-02-20,China,Qinghai,603,18,0,0,0,0,,,,
2020-02-20,China,Shaanxi,3864,245,1,3,8,1,,,,
2020-02-20,China,Shandong,10047,546,4,2,10,1,,,,
2020-02-20,China,Shanghai,2424,333,2,0,56,1,,,,
2020-02-20,China,Shanxi,3718,131,0,0,1,0,,,,
2020-02-20,China,Sichuan,8341,520,3,6,21,0,,,,
2020-02-20,China,Taiwan,2359,24,1,2,0,0,,,,
2020-02-20,China,Tianjin,1560,130,3,2,57,0,,,,
2020-02-20,China,Xinjiang,2487,76,1,0,0,0,,,,
2020-02-20,China,Xizang,344,1,0,0,0,0,,,,
2020-02-20,China,Yunnan,4830,173,1,0,21,1,,,,
2020-02-20,China,Zhejiang,5737,1175,0,2,6,0,,,,
2020-02-21,China,Anhui,6324,988,6,1,1,0,,,,
2020-02-21,China,Beijing,2154,396,4,1,41,0,,,,
2020-02-21,China,Chongqing,3102,567,6,7,28,1,,,,
2020-02-21,China,Fujian,3941,293,1,0,0,0,,,,
2020-02-21,China,Gansu,2637,91,2,0,1,0,,,,
2020-02-21,China,Guangdong,11346,1333,5,1,1,0,,,,
2020-02-21,China,Guangxi,4926,246,2,1,15,0,,,,
2020-02-21,China,Guizhou,3600,146,2,0,3,0,,,,
2020-02-21,China,Hainan,934,168,4,0,16,0,,,,
2020-02-21,China,Hebei,7556,308,5,1,0,0,,,,
2020-02-21,China,Heilongjiang,3773,479,12,3,1,0,,,,
2020-02-21,China,Henan,9605,1267,19,2,31,0,,,,
2020-02-21,China,Hong Kong SAR,745,68,2,3,0,0,,,,
2020-02-21,China,Hubei,5917,62662,2144,631,1279,115,,,,
2020-02-21,China,Hunan,6899,1011,4,1,5,0,,,,
2020-02-21,China,Inner Mongolia,2534,75,0,0,0,0,,,,
2020-02-21,China,Jiangsu,8051,631,0,0,1,0,,,,
